232.0613761,359.0026314
174.8833322,310.063063
229.630561,295.8976375
186.1946867,288.9625035
198.7859312,286.676203
186.4967447,275.4989891
200.0175028,294.1280469
201.2864217,297.801458
194.300745,250.5938334
168.9280795,285.7966832
139.6785335,252.192694
144.4242623,274.2825295
122.0331728,299.1000483
154.7626909,280.1217838
123.4841059,305.0159443
110.0082427,239.9523985
134.9567604,278.0224627
115.8985569,325.5272573
123.5581732,278.0334581
118.3061385,238.5880149
124.7615472,250.552468
154.7231413,282.1072574
95.20299974,240.478259
148.0579908,242.1032563
149.8790648,258.5612755
111.789093,213.5480968
150.1473156,274.1497801
116.1731766,237.3963988
151.5245992,313.7551944
110.0236746,160.7737889
128.5743982,248.2739275
116.037153,268.7382964
155.6022118,237.1317501
118.1364749,189.5258425
113.3308186,193.6038725
109.9846218,198.6780504
169.9437484,208.2395007
105.4582536,224.3112038
194.8431463,207.5082375
153.0551137,217.7762189
102.7097702,210.221569
166.293652,194.6472616
119.4369371,208.8396518
140.6379727,187.0081869
151.3841967,189.315776
128.5965172,154.5263372
128.863417,156.8818903
142.8314135,158.2814886
138.1492371,141.4737155
174.1594753,161.8773028
165.1964501,157.4231781
155.227026,151.865876
186.5733903,150.5447422
172.7050269,178.5174179
141.4310943,152.0283596
154.4394336,162.8311608
217.687014,184.5030585
240.8814091,154.9108782
223.1735932,160.8573469
191.614711,133.7483597
